Institution,Year,Sentence_Cleaned,Sentence_Number
120s_AlbertEinsteinYeshiva_IPPolicy,2018,"Policy General Policy ?€?Intellectual Property?€? means the following as such may exist or be created in any jurisdiction worldwide: all inventions, discoveries, processes, patents, tangible research materials, unique biological assets, applications for patents and statutory invention registrations, including reissues, divisions, provisionals, non-provisionals, continuations, renewals, re-examinations, extensions and continuations-in-part of the foregoing; all trademarks, service marks, trade names, business names, corporate names, trade dress, look and feel, product and service names, logos, brand names, domain names, URLs, and other distinctive identification and indicia of source of origin, whether or not registered, including all common law rights thereto, and all applications and registrations therefor, and all goodwill associated with any of the foregoing and/or the business connected with the use of and symbolized by the foregoing; all copyrights, author?€?s rights, moral rights and copyrightable subject matter and all other works of authorship, whether or not published and whether or not registered, and all applications and registrations therefor; all designs, design registrations, design registration applications and integrated circuit topographies; all rights in databases and data collections (including design databases, knowledge databases and customer databases); all other proprietary information and intellectual property in all forms and media, and all goodwill associated therewith, and whether or not subject to patent, copyright, trademark, design or other intellectual property registration or classification, now known or hereafter recognized in any jurisdiction worldwide; all rights pertaining to the foregoing, including those arising under international treaties and convention rights; and all proceeds, income, royalties, damages and payments now and/or hereafter due and payable under and/or in respect of all of the foregoing (including with respect to past, present or future infringement or violation thereof).",3
120s_AlbertEinsteinYeshiva_IPPolicy,2018,Einstein encourages and supports research relating to the advancement of medical knowledge and the publication and the use of the results of such research.,4
120s_AlbertEinsteinYeshiva_IPPolicy,2018,"Einstein recognizes that research conducted by its faculty, technical staff and students may lead to inventions and discoveries by inventor(s) (hereinafter referred to as ""Inventor"") which should be patented or licensed for one or more of the following reasons: to serve the public interest, to comply with the requirements of sponsored research grants, fellowship awards and contracts for research, to promote the development of useful drugs, processes and devices which would not be developed without patent protection, to encourage invention and insure rewards for the Inventor as herein provided, and to support facilities and the research and education programs of Einstein by means of a share of income derived from the commercial licensing of inventions and patents.",5
120s_AlbertEinsteinYeshiva_IPPolicy,2018,The Einstein Official Policy on Intellectual Property and Licensing Agreements is intended to be consistent with these principles and purposes and not to fetter scientific endeavor or inhibit pursuit of further related research.,6
120s_AlbertEinsteinYeshiva_IPPolicy,2018,"The provisions relating to patents and patent royalties shall whenever used in this Official Policy on Intellectual Property and Licensing Agreements, whether specifically mentioned or not, also apply to the commercial licensing and the royalties obtained therefrom for inventions which are not patented but which have commercial value or special technology or special art.",7
120s_AlbertEinsteinYeshiva_IPPolicy,2018,"Disclosure of Invention to Einstein Faculty, staff and all students and visiting faculty are required to report to the Dean of Einstein and/or the Committee on Patents, all inventions resulting from research supported entirely or partly by Einstein resources, as soon as possible after conception or first actual reduction to practice.",8
120s_AlbertEinsteinYeshiva_IPPolicy,2018,"Such reports, submitted using the Einstein Invention Disclosure Form, shall be made sufficiently descriptive to permit the invention to be understood and evaluated for possible filing of a patent application or the development of a commercial licensing agreement.",9
120s_AlbertEinsteinYeshiva_IPPolicy,2018,"In the case of supported research, the Committee on Patents must be advised of any invention disclosure requirements of the granting or sponsoring agency.",10
120s_AlbertEinsteinYeshiva_IPPolicy,2018,"It will be the responsibility of the Dean of Einstein, with the advice of the Committee on Patents and/or the Office of Biotechnology and Business Development, to determine if Einstein is interested in pursuing a patent for any invention disclosure.",11
120s_AlbertEinsteinYeshiva_IPPolicy,2018,"Until Einstein declines to patent, the following shall apply.",12
120s_AlbertEinsteinYeshiva_IPPolicy,2018,"Ownership of Patents and Intellectual Property All Intellectual Property resulting from research carried on by faculty members, technical staff members or students and supported entirely or partly by Einstein resources shall be assigned to and owned by Einstein.",13
120s_AlbertEinsteinYeshiva_IPPolicy,2018,Einstein shall pay to the Inventor a fixed proportion of the financial returns from the licensing or exploitation of such Intellectual Property in accordance with the provisions of Section III.F hereof.,14
120s_AlbertEinsteinYeshiva_IPPolicy,2018,"Intellectual Property resulting from research carried on by a student in fulfillment of course requirements or other requirements for a degree or in connection with a formal training program including the preparation of a thesis or dissertation, shall be construed as making use of Einstein resources and shall be subject to the provisions of Sub-Section 1 above.",15
120s_AlbertEinsteinYeshiva_IPPolicy,2018,Ownership of Intellectual Property resulting from research performed by a visiting faculty member and supported entirely or partly by Einstein resources shall be determined on a case-by-case basis.,16
120s_AlbertEinsteinYeshiva_IPPolicy,2018,"Intellectual Property resulting from inventions and discoveries made by members of the faculty, the technical staff or by students in connection with government-sponsored research contracts, grants, fellowships or other such arrangements, shall be controlled by the terms of those arrangements.",17
120s_AlbertEinsteinYeshiva_IPPolicy,2018,Faculty or staff members accepting government-sponsored research shall execute such agreements as will enable Einstein to meet its obligations to the sponsoring agencies.,18
120s_AlbertEinsteinYeshiva_IPPolicy,2018,"Since Einstein carries on research for the purpose of extending medical knowledge and educating students, it accepts research grants or contracts from non-government sources with these purposes primarily in view.",19
120s_AlbertEinsteinYeshiva_IPPolicy,2018,"If Intellectual Property results from such research grants or contracts, such Intellectual Property shall be subject to the terms of Sub-Section 1 above, unless the terms of the grant or contract pertaining to the above research are in conflict with Sub-Section 1, in which case the terms of the grant or contract shall govern.",20
